cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
72;8;2022;2022-08-01;7;4;São Gonçalo;3304904;Grande Niterói;0;1;0;1;1;2;3;41;3;0;20;68;31;16;115;41;3;5;1;0;0;0;0;31;196;20;22;10;12;175;239;0;2;0;167;7;3;4;0;15;19;0;10;4;56;6;0;0;0;0;949;3
73;8;2022;2022-08-01;7;4;São Gonçalo;3304904;Grande Niterói;3;0;0;3;1;4;0;70;4;3;19;53;22;2;77;42;3;0;1;0;0;0;0;39;162;35;3;2;10;96;146;0;4;0;123;11;5;6;0;20;34;1;9;1;55;6;0;0;0;0;767;3
74;8;2022;2022-08-01;7;4;São Gonçalo;3304904;Grande Niterói;2;0;0;2;7;9;3;42;5;5;15;45;15;8;68;59;0;2;3;0;0;0;0;32;164;33;9;0;8;62;112;0;4;1;79;13;3;10;0;20;51;6;10;2;28;6;0;0;0;0;655;3
75;8;2022;2022-08-01;7;4;São Gonçalo;3304904;Grande Niterói;2;0;0;2;1;3;4;47;1;1;22;50;3;1;54;44;5;3;0;0;0;0;0;15;121;11;5;0;4;53;73;0;2;2;90;5;1;4;0;21;15;1;5;0;20;0;0;0;0;0;504;3
76;8;2022;2022-08-01;12;4;Niterói;3303302;Grande Niterói;1;0;0;1;1;2;2;41;7;2;21;22;17;1;40;5;1;4;3;0;0;0;0;9;62;17;23;11;66;143;264;0;1;0;205;10;3;6;1;4;34;2;27;1;34;1;2;0;0;0;915;3
77;8;2022;2022-08-01;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;1;1;2;21;3;2;24;17;11;0;28;5;0;5;0;0;0;0;0;1;40;8;13;1;57;91;180;0;4;0;205;4;0;4;0;2;16;0;9;0;29;6;1;0;0;0;736;3
78;8;2022;2022-08-01;12;4;Niterói;3303302;Grande Niterói;2;0;0;2;4;6;2;45;2;3;25;31;12;5;48;17;4;8;1;0;0;0;1;13;93;21;5;1;12;57;98;0;0;0;98;7;2;5;0;6;21;3;4;2;44;0;1;0;0;0;528;3
79;8;2022;2022-08-01;12;4;Niterói;3303302;Grande Niterói;0;0;0;0;2;2;6;20;0;3;22;11;0;0;11;4;1;1;0;0;0;0;0;4;21;7;3;0;7;35;53;0;1;0;41;5;1;4;0;1;12;0;2;0;15;0;0;0;0;0;253;3
81;8;2022;2022-08-01;12;4;Niterói;3303302;Grande Niterói;0;1;0;1;0;1;1;31;4;2;36;13;1;0;14;5;2;2;3;0;0;0;0;4;30;9;2;2;6;41;61;0;4;0;83;5;3;2;0;2;13;0;4;1;23;2;0;0;0;0;387;3
82;8;2022;2022-08-01;12;4;Maricá;3302700;Grande Niterói;1;0;0;1;6;7;8;57;3;2;37;17;10;0;27;6;0;0;3;0;0;0;0;5;41;19;11;2;22;69;124;0;5;0;111;13;6;6;1;11;26;3;7;2;71;5;0;0;0;0;707;3
88;8;2022;2022-08-01;10;5;Barra do Pirai;3300308;Interior;0;0;0;0;0;0;2;31;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;1;24;26;0;0;0;26;74;39;17;20;3;37;6;16;0;36;1;0;0;0;0;302;3
89;8;2022;2022-08-01;37;5;Resende;3304201;Interior;4;0;0;4;0;4;9;45;2;1;6;2;0;1;3;0;0;3;0;0;0;0;0;3;9;1;3;0;2;48;57;0;1;0;120;26;6;20;0;2;26;14;11;1;47;2;0;0;0;0;486;3
90;8;2022;2022-08-01;28;5;Barra Mansa;3300407;Interior;4;0;0;4;0;4;3;42;3;1;14;13;1;1;15;1;0;4;0;0;0;0;0;2;22;8;5;2;7;48;70;0;3;0;99;29;5;26;0;5;44;19;17;0;57;2;1;0;0;0;531;3
91;8;2022;2022-08-01;10;5;Valença;3306107;Interior;2;0;0;2;0;2;0;27;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;26;33;0;0;0;19;27;22;3;2;0;12;0;10;1;36;0;0;0;0;0;222;3
92;8;2022;2022-08-01;10;5;Rio das Flores;3304508;Interior;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;3;0;2;1;0;5;0;0;0;4;1;0;0;0;0;29;3
93;8;2022;2022-08-01;28;5;Volta Redonda;3306305;Interior;1;0;0;1;0;1;9;81;7;2;8;10;2;1;13;0;0;2;0;0;0;0;0;0;15;16;3;2;12;55;88;0;0;0;154;62;19;35;9;3;61;15;28;1;67;12;1;0;0;0;1016;3
94;8;2022;2022-08-01;10;5;Piraí;3304003;Interior;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;1;10;12;0;0;0;15;17;11;5;1;2;16;0;7;0;8;1;0;0;0;0;105;3
95;8;2022;2022-08-01;10;5;Vassouras;3306206;Interior;1;0;0;1;0;1;0;14;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;14;20;0;0;0;18;33;29;3;1;0;10;0;3;0;18;0;0;0;0;0;148;3
96;8;2022;2022-08-01;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0;0;0;0;0;0;0;29;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3;15;19;0;0;0;22;25;19;5;1;0;20;0;9;0;31;0;0;0;0;0;208;3
97;8;2022;2022-08-01;10;5;Mendes;3302809;Interior;0;0;0;0;0;0;0;9;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;11;11;0;0;0;6;8;7;1;0;0;10;0;2;0;20;2;0;0;0;0;83;3
98;8;2022;2022-08-01;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;5;3;3;0;0;0;3;0;0;0;8;0;0;0;0;0;41;3
99;8;2022;2022-08-01;37;5;Itatiaia;3302254;Interior;0;0;0;0;0;0;4;14;0;0;4;0;0;1;1;0;0;1;0;0;0;0;0;0;2;2;0;0;1;6;9;0;0;0;19;6;2;3;1;1;5;1;4;0;27;0;0;0;0;0;135;3
100;8;2022;2022-08-01;37;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;0;0;4;6;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;14;18;0;0;0;19;6;1;5;0;0;9;2;3;0;7;0;0;0;0;0;93;3
101;8;2022;2022-08-01;28;5;Pinheiral;3303955;Interior;2;0;0;2;0;2;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;12;15;0;0;0;11;9;3;7;0;0;12;1;5;0;15;0;1;0;0;0;78;3
104;8;2022;2022-08-01;30;7;São José do Vale do Rio Preto;3305158;Interior;1;0;0;1;0;1;1;19;1;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;5;8;0;0;0;5;6;5;2;0;0;7;0;0;0;16;0;0;0;0;0;75;3
105;8;2022;2022-08-01;26;7;Petrópolis;3303906;Interior;0;0;0;0;0;0;0;78;8;2;18;5;1;0;6;2;1;0;0;0;0;0;0;0;9;7;5;1;8;63;84;0;4;0;158;67;20;38;14;2;64;7;22;0;68;4;0;0;0;0;742;3
106;8;2022;2022-08-01;26;7;Petrópolis;3303906;Interior;1;0;0;1;0;1;0;26;2;1;7;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;1;4;20;28;0;0;0;62;7;2;4;1;3;16;0;11;0;26;0;0;0;0;0;289;3
107;8;2022;2022-08-01;38;7;Paraíba do Sul;3303708;Interior;0;0;0;0;0;0;1;20;2;0;3;1;0;0;1;1;0;1;0;0;0;0;0;0;3;0;2;1;0;11;14;0;0;0;13;25;13;7;6;0;6;3;12;2;21;3;0;0;0;0;154;3
108;8;2022;2022-08-01;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0;0;0;0;0;0;4;43;5;1;8;4;2;0;6;0;0;1;2;0;0;0;0;0;9;2;0;0;7;39;48;0;0;0;56;49;35;12;3;5;38;3;36;2;50;3;1;0;0;0;468;3
109;8;2022;2022-08-01;38;7;Sapucaia;3305406;Interior;0;0;0;0;0;0;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;5;16;14;2;0;0;5;0;2;0;6;0;0;0;0;0;64;3
110;8;2022;2022-08-01;30;7;Teresópolis;3305802;Interior;1;0;0;1;0;1;1;72;6;0;19;3;1;0;4;0;0;1;0;0;0;0;0;0;5;4;2;0;2;62;70;0;1;0;125;52;25;21;8;3;55;0;18;0;80;3;2;0;0;0;618;3
111;8;2022;2022-08-01;30;7;Sumidouro;3305703;Interior;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;4;2;2;0;0;0;4;0;2;0;4;0;0;0;0;0;38;3
112;8;2022;2022-08-01;30;7;Carmo;3301207;Interior;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;5;3;1;1;1;5;0;4;0;2;0;0;0;0;0;40;3
118;8;2022;2022-08-01;25;4;Araruama;3300209;Interior;0;0;0;0;1;1;2;31;4;2;22;7;12;0;19;3;0;1;0;0;0;0;1;3;27;10;6;0;8;92;117;0;1;0;78;24;4;19;1;4;29;5;7;0;68;1;0;0;0;0;544;3
119;8;2022;2022-08-01;35;4;Rio Bonito;3304300;Interior;0;0;0;0;0;0;0;17;0;2;5;1;0;0;1;5;0;0;0;0;0;0;0;0;6;10;1;0;3;16;30;0;1;0;17;9;2;8;0;5;20;0;4;0;17;1;0;0;0;0;148;3
120;8;2022;2022-08-01;35;4;Silva Jardim;3305604;Interior;2;0;0;2;0;2;1;6;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;3;0;0;0;1;5;6;0;0;0;8;1;0;1;0;3;0;0;0;0;6;0;0;0;0;0;53;3
121;8;2022;2022-08-01;32;6;Casimiro de Abreu;3301306;Interior;0;0;0;0;0;0;2;16;0;0;2;1;0;0;1;0;2;0;1;0;0;0;0;1;5;2;0;2;0;7;12;0;1;0;14;5;2;2;1;1;1;1;4;0;20;0;0;0;0;0;117;3
122;8;2022;2022-08-01;32;6;Conceição de Macabú;3301405;Interior;0;0;0;0;0;0;3;8;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;5;2;0;1;1;0;4;0;2;0;11;0;0;0;0;0;51;3
123;8;2022;2022-08-01;32;6;Macaé;3302403;Interior;11;0;0;11;1;12;18;34;6;6;10;28;5;1;34;20;2;2;0;0;0;0;0;7;66;7;4;1;6;70;89;0;0;0;126;50;20;30;1;5;76;11;8;2;55;4;2;0;0;0;901;3
124;8;2022;2022-08-01;25;4;Saquarema;3305505;Interior;1;0;0;1;0;1;3;33;4;0;4;1;2;0;3;0;0;1;0;0;0;0;0;0;5;3;0;0;5;33;42;0;0;0;36;10;2;8;0;3;19;2;6;0;54;2;0;0;0;0;286;3
125;8;2022;2022-08-01;25;4;São Pedro da Aldeia;3305208;Interior;1;0;0;1;0;1;1;32;2;0;10;3;2;0;5;2;0;1;1;0;0;0;0;3;12;8;2;1;2;27;41;0;0;0;43;19;3;15;1;6;16;7;5;1;30;2;1;0;0;0;292;3
126;8;2022;2022-08-01;25;4;Cabo Frio;3300704;Interior;3;0;0;3;0;3;6;76;6;2;23;12;11;1;24;6;0;0;3;0;0;0;0;4;38;6;3;1;26;136;177;0;2;0;139;51;9;37;6;6;65;18;17;1;86;8;1;0;0;0;935;3
127;8;2022;2022-08-01;25;4;Armação dos Búzios;3300233;Interior;1;0;0;1;0;1;0;19;1;0;6;2;0;0;2;0;0;0;0;0;0;0;0;0;2;3;6;0;12;25;46;0;1;0;35;13;4;9;2;2;19;1;1;0;20;0;0;0;0;0;233;3
128;8;2022;2022-08-01;32;6;Rio das Ostras;3304524;Interior;5;0;0;5;0;5;4;50;7;3;14;16;2;4;22;13;0;5;0;0;0;0;0;5;46;10;1;1;7;95;117;0;0;0;127;29;4;19;7;7;53;7;13;1;72;3;1;0;0;0;713;3
129;8;2022;2022-08-01;25;4;Iguaba Grande;3301876;Interior;0;0;0;0;0;0;0;7;1;0;4;3;1;0;4;0;0;2;0;0;0;0;0;3;9;1;0;0;3;16;20;0;0;1;39;1;1;0;0;1;9;0;4;0;8;0;0;0;0;0;143;3
130;8;2022;2022-08-01;32;6;"Quissamã;Carapebus";9999994;Interior;1;0;0;1;0;1;0;12;0;1;0;1;0;0;1;2;0;0;0;0;0;0;0;0;3;1;1;0;1;14;18;0;0;0;19;2;0;0;2;1;4;0;1;0;11;0;1;0;0;0;126;3
132;8;2022;2022-08-01;25;4;Arraial do Cabo;3300258;Interior;1;0;0;1;0;1;0;24;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;11;14;0;2;0;15;12;4;6;2;2;14;3;3;0;19;2;0;0;0;0;129;3
134;8;2022;2022-08-01;8;6;Campos dos Goytacazes;3301009;Interior;4;0;0;4;0;4;3;43;3;6;10;21;11;1;33;4;0;1;2;0;0;0;0;10;50;21;10;10;26;130;217;0;2;0;276;47;17;28;4;9;72;8;21;1;67;4;0;1;0;0;1106;3
135;8;2022;2022-08-01;36;6;Itaocara;3302106;Interior;1;0;0;1;0;1;0;8;1;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;5;9;17;0;0;0;16;10;7;3;0;1;10;0;3;0;20;1;0;0;0;0;103;3
136;8;2022;2022-08-01;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;2;0;0;2;0;2;2;21;0;0;4;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;1;0;10;6;22;0;0;0;13;27;14;11;2;0;10;2;7;1;15;3;0;0;0;0;159;3
137;8;2022;2022-08-01;36;6;Miracema;3303005;Interior;0;0;0;0;0;0;0;5;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;3;27;6;22;0;0;13;1;0;1;1;0;0;0;0;0;49;3
138;8;2022;2022-08-01;29;6;Laje do Muriaé;3302304;Interior;3;0;0;3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;2;2;1;0;2;0;1;0;2;0;0;0;0;0;23;3
139;8;2022;2022-08-01;29;6;Porciúncula;3304102;Interior;0;0;0;0;0;0;0;7;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;28;6;36;0;0;0;3;13;11;2;0;0;3;0;3;0;9;0;0;0;0;0;90;3
140;8;2022;2022-08-01;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;0;0;0;2;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;2;1;2;0;1;6;10;0;0;0;5;6;4;2;0;0;9;0;2;0;8;0;0;0;0;0;62;3
141;8;2022;2022-08-01;8;6;São Fidélis;3304805;Interior;0;0;0;0;0;0;0;13;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;4;24;30;0;1;0;23;11;6;1;5;2;12;0;7;0;25;1;0;0;0;0;163;3
142;8;2022;2022-08-01;36;6;Cambuci;3300902;Interior;0;0;0;0;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;8;3;2;1;0;0;1;0;1;0;7;0;0;0;0;0;37;3
143;8;2022;2022-08-01;29;6;"Itaperuna;São José de Ubá";9999996;Interior;2;0;0;2;0;2;4;24;4;4;7;0;1;0;1;0;0;2;0;0;0;0;0;1;4;1;0;1;10;14;28;0;0;0;45;73;54;17;2;0;20;3;5;0;33;1;1;0;0;0;346;3
144;8;2022;2022-08-01;29;6;Bom Jesus de Itabapoana;3300605;Interior;0;1;0;1;0;1;0;24;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11;18;0;0;0;19;13;8;5;0;0;8;4;4;0;16;0;0;0;0;0;129;3
145;8;2022;2022-08-01;8;6;São João da Barra;3305000;Interior;1;0;0;1;0;1;1;9;1;0;1;0;2;0;2;0;0;2;0;0;0;0;0;0;4;1;0;0;0;28;31;0;0;0;14;11;8;3;0;0;9;0;2;1;6;0;0;0;0;0;116;3
146;8;2022;2022-08-01;8;6;Campos dos Goytacazes;3301009;Interior;4;0;0;4;0;4;4;30;6;5;40;6;6;1;13;3;1;1;0;0;0;0;0;4;22;7;2;0;1;37;48;0;3;0;22;33;7;21;6;6;87;4;20;2;41;1;0;0;0;0;354;3
147;8;2022;2022-08-01;8;6;São Francisco de Itabapoana;3304755;Interior;2;0;0;2;0;2;2;8;2;1;2;1;0;0;1;1;0;0;0;0;0;0;0;0;2;1;0;0;0;16;17;0;1;0;9;11;5;6;2;1;9;1;2;1;10;0;0;0;0;0;94;3
148;8;2022;2022-08-01;29;6;"Cardoso Moreira;Italva";9999995;Interior;1;0;0;1;0;1;1;12;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;9;11;0;0;0;7;8;1;5;2;1;5;0;2;0;9;0;0;0;0;0;68;3
151;8;2022;2022-08-01;11;7;Nova Friburgo;3303401;Interior;1;0;0;1;0;1;1;68;3;1;19;1;0;0;1;0;0;2;0;0;0;0;0;0;3;5;5;1;15;45;71;0;0;0;107;30;5;23;3;5;43;10;15;0;79;5;0;0;0;0;554;3
152;8;2022;2022-08-01;11;7;Duas Barras;3301603;Interior;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;0;0;0;3;2;0;2;0;0;0;0;2;0;7;0;0;0;0;0;32;3
153;8;2022;2022-08-01;11;7;Cantagalo;3301108;Interior;0;0;0;0;0;0;0;7;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;0;0;0;9;2;1;1;0;1;1;0;2;0;10;0;0;0;0;0;60;3
154;8;2022;2022-08-01;11;7;"Cordeiro;Macuco";9999998;Interior;0;0;0;0;0;0;0;17;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;15;23;0;0;0;18;3;1;2;0;0;1;0;4;0;17;0;0;0;0;0;147;3
155;8;2022;2022-08-01;36;6;São Sebastião do Alto;3305307;Interior;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;1;2;3;0;0;0;5;1;1;1;0;0;1;1;0;0;4;0;0;0;0;0;27;3
156;8;2022;2022-08-01;11;7;Santa Maria Madalena;3304607;Interior;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;2;0;3;0;3;0;0;0;0;0;32;3
157;8;2022;2022-08-01;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;30;3
158;8;2022;2022-08-01;11;7;Bom Jardim;3300506;Interior;0;0;0;0;0;0;0;10;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;7;0;0;0;6;3;3;0;0;0;1;0;1;0;9;0;0;0;0;0;55;3
159;8;2022;2022-08-01;35;4;Cachoeiras de Macacu;3300803;Interior;0;0;0;0;0;0;5;12;1;2;7;0;2;0;2;2;1;0;1;0;0;0;0;1;7;1;0;0;3;14;18;0;0;0;12;2;0;1;1;2;6;0;5;0;11;0;0;0;0;0;122;3
165;8;2022;2022-08-01;33;5;Mangaratiba;3302601;Interior;0;0;0;0;0;0;0;17;2;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;2;3;1;1;0;11;16;0;2;0;22;9;5;3;1;3;8;0;6;0;18;1;0;0;0;0;149;3
166;8;2022;2022-08-01;33;5;Angra dos Reis;3300100;Interior;0;0;0;0;5;5;7;65;5;3;21;5;3;0;8;0;0;0;0;0;0;0;0;4;12;8;5;0;11;39;63;0;2;0;104;16;5;11;0;1;24;1;12;0;74;3;2;0;0;0;552;3
167;8;2022;2022-08-01;33;5;Paraty;3303807;Interior;4;0;0;4;0;4;0;19;1;1;5;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;2;1;2;19;25;0;0;0;33;8;4;3;1;1;8;0;2;0;26;1;0;0;0;0;189;3
168;8;2022;2022-08-01;28;5;Rio Claro;3304409;Interior;0;0;0;0;0;0;1;3;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;6;7;0;0;0;6;0;0;0;0;0;2;0;0;0;10;0;0;0;0;0;49;3
1;9;2022;2022-09-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;5;1;0;3;49;11;3;63;0;0;1;0;0;1;0;1;4;70;7;55;21;37;93;213;0;1;0;172;6;4;3;0;0;17;2;6;2;9;2;0;0;0;0;692;3
4;9;2022;2022-09-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;4;21;6;0;3;45;19;13;77;12;0;1;0;0;0;0;0;6;96;4;74;41;59;114;293;0;1;0;42;10;6;3;1;5;15;3;14;1;16;4;0;0;0;0;635;3
5;9;2022;2022-09-01;5;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;41;3;0;16;113;44;5;162;6;0;5;0;0;1;0;3;15;194;12;118;12;178;124;459;0;1;0;194;26;7;14;5;5;50;10;19;4;21;3;0;0;0;0;1241;3
6;9;2022;2022-09-01;4;1;Rio de Janeiro;3304557;Capital;4;0;0;4;1;5;3;20;1;1;7;28;11;1;40;12;1;0;1;0;0;0;0;4;58;7;16;31;20;64;140;0;2;0;30;1;0;0;1;10;8;0;7;0;19;3;0;0;0;0;409;3
7;9;2022;2022-09-01;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;11;2;0;2;11;6;3;20;3;1;0;1;0;0;0;0;12;37;3;4;0;6;23;36;0;1;0;26;6;1;5;0;1;14;1;0;0;7;0;0;0;0;0;155;3
9;9;2022;2022-09-01;2;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;27;4;0;12;52;14;4;70;21;0;1;0;0;0;0;2;6;100;17;44;12;85;91;255;0;1;0;222;23;21;1;1;3;22;2;2;0;19;3;0;0;0;0;845;3
10;9;2022;2022-09-01;2;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;27;1;0;34;47;23;6;76;6;0;5;1;0;0;0;0;17;105;16;19;33;104;166;356;0;2;0;146;5;4;1;0;3;37;5;9;0;15;4;0;0;0;0;901;3
11;9;2022;2022-09-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;15;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;3;7;17;0;1;0;22;1;1;0;0;1;7;0;1;0;14;3;0;0;0;0;91;3
12;9;2022;2022-09-01;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;11;0;1;8;33;26;1;60;0;0;2;0;0;0;0;0;8;70;10;69;15;179;152;437;0;0;0;194;4;4;0;0;1;47;22;14;4;27;4;0;0;0;0;1031;3
13;9;2022;2022-09-01;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;28;1;0;5;21;13;0;34;0;0;0;2;0;0;1;0;2;39;5;55;6;114;105;296;0;2;0;83;5;5;0;0;0;24;9;3;1;16;2;0;0;0;0;591;3
14;9;2022;2022-09-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;18;1;2;5;27;18;1;46;3;0;5;0;0;0;0;0;6;60;10;54;7;116;164;376;0;1;0;183;7;6;1;0;1;28;9;8;2;21;5;0;0;0;0;854;3
15;9;2022;2022-09-01;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;16;1;0;7;8;6;1;15;3;1;0;2;0;0;0;0;3;25;3;13;15;55;58;148;0;1;0;102;3;3;0;0;1;10;0;1;0;20;2;0;0;0;0;458;3
16;9;2022;2022-09-01;31;2;Rio de Janeiro;3304557;Capital;2;0;0;2;0;2;0;85;6;2;45;49;45;7;101;5;0;4;2;0;0;0;1;13;127;21;103;59;992;485;1665;0;4;0;519;13;9;4;0;6;72;19;14;4;91;10;1;0;0;0;3036;3
17;9;2022;2022-09-01;4;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;1;20;3;1;28;36;18;26;80;15;3;3;0;0;0;0;0;17;118;9;7;36;56;135;243;0;2;0;50;6;2;3;1;5;18;1;6;1;28;2;0;0;0;0;641;3
18;9;2022;2022-09-01;6;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;17;0;0;18;63;71;12;146;16;0;2;1;0;0;0;0;24;190;14;20;10;183;190;425;0;2;0;97;7;6;1;0;4;23;3;7;3;22;7;0;0;0;0;985;3
19;9;2022;2022-09-01;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;1;0;26;6;0;11;45;31;3;79;17;0;4;0;0;0;0;1;12;113;9;33;14;63;99;227;0;5;0;206;10;4;5;1;3;36;6;18;1;47;2;0;0;0;0;858;3
20;9;2022;2022-09-01;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;2;20;0;1;10;56;24;6;86;31;2;0;0;0;0;0;0;20;139;12;16;8;26;100;166;0;4;0;127;5;5;0;0;6;20;0;6;0;26;0;0;0;0;0;658;3
21;9;2022;2022-09-01;22;1;Rio de Janeiro;3304557;Capital;7;0;0;7;6;13;5;45;4;0;38;65;34;62;161;64;33;8;0;0;0;0;1;36;303;14;29;30;36;139;250;0;0;0;175;10;3;5;2;52;61;5;36;3;39;2;0;0;0;0;1225;3
22;9;2022;2022-09-01;16;1;Rio de Janeiro;3304557;Capital;5;0;0;5;1;6;2;44;4;1;18;56;22;40;118;33;33;2;0;0;0;0;1;12;199;28;6;7;15;130;186;0;5;0;99;3;1;2;0;41;32;1;13;0;48;4;0;0;0;0;796;3
23;9;2022;2022-09-01;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;20;1;0;11;39;11;3;53;37;1;2;0;0;0;0;1;18;112;15;7;9;17;67;116;0;1;0;117;2;2;0;0;5;6;6;4;0;25;4;0;0;0;0;530;3
24;9;2022;2022-09-01;3;1;Rio de Janeiro;3304557;Capital;4;0;0;4;0;4;2;23;4;0;10;67;16;1;84;33;3;2;0;0;0;0;0;19;141;16;13;12;22;46;110;0;0;0;93;2;0;1;1;14;3;1;0;0;16;6;1;0;0;0;542;3
25;9;2022;2022-09-01;3;1;Rio de Janeiro;3304557;Capital;1;0;0;1;0;1;0;34;3;0;17;36;24;19;79;32;6;5;0;0;0;0;1;33;156;6;10;24;63;94;197;0;3;0;103;15;1;7;7;22;21;0;2;0;31;1;0;0;0;0;699;3
